Name,Canopy,Carbon,Height
Prunus avium,28.3,584.7,5.0
Prunus avium,19.6,584.7,4.0
Prunus avium,19.6,238.8,4.0
Fraxinus angustifolia,12.6,117.2,5.0
Fraxinus angustifolia,12.6,117.2,5.0
Acer monspessulanum,12.6,122.6,3.0
Acer pseudoplatanus,12.6,118.4,5.0
Acer pseudoplatanus,7.1,58.5,5.0
Fraxinus angustifolia,12.6,56.2,5.0
Liriodendron tulipifera,28.3,238.4,8.0
Fraxinus angustifolia,12.6,56.2,5.0
Liriodendron tulipifera,19.6,118.8,7.0
Liriodendron tulipifera,12.6,317.2,7.0
Liquidambar styraciflua,7.1,33.4,5.0
Liquidambar styraciflua,7.1,33.4,5.0
Robinia pseudoacacia,50.3,211.4,8.0
Tilia x europaea,50.3,640.2,6.0
Tilia x europaea,50.3,640.2,6.0
Quercus ilex,0.8,8.6,3.0
Quercus ilex,0.8,8.6,3.0
Quercus ilex,0.8,8.6,3.0
Quercus ilex,0.8,8.6,3.0
Quercus ilex,0.8,8.6,3.0
Quercus ilex,0.8,8.6,3.0
Quercus ilex,0.8,8.6,3.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Robinia pseudoacacia,38.5,512.4,18.0
Quercus ilex,7.1,164.8,5.0
Tilia x europaea,19.6,254.7,12.0
Quercus ilex,7.1,164.6,5.0
Tilia x europaea,19.6,281.6,8.0
Ginkgo biloba,28.3,44.8,9.0
Ginkgo biloba,28.3,44.8,9.0
Tilia x europaea,19.6,205.5,8.0
Robinia pseudoacacia,95.0,485.4,15.0
Tilia x europaea,28.3,514.9,10.0
Robinia pseudoacacia,38.5,320.9,9.0
Robinia pseudoacacia,19.6,459.4,15.0
Robinia pseudoacacia,19.6,459.4,15.0
Robinia pseudoacacia,28.3,281.4,9.0
Robinia pseudoacacia,28.3,341.9,9.0
Prunus avium,19.6,284.2,9.0
Carpinus betulus,3.1,80.8,4.0
Carpinus betulus,3.1,80.8,4.0
Carpinus betulus,3.1,80.8,4.0
Carpinus betulus,3.1,80.8,4.0
Carpinus betulus,3.1,80.8,4.0
Carpinus betulus,3.1,80.8,4.0
Acer pseudoplatanus,28.3,157.9,9.0
Acer pseudoplatanus,3.1,46.5,7.0
Carpinus betulus,3.1,80.8,4.0
Pterocarya rhoifolia,38.5,268.9,14.0
Robinia pseudoacacia,38.5,320.9,11.0
Robinia pseudoacacia,28.3,386.4,11.0
Robinia pseudoacacia,28.3,386.4,11.0
Cupressus sempervirens,0.8,72.3,5.0
Cupressus sempervirens,0.8,72.4,5.0
Cupressus sempervirens,0.8,72.4,5.0
Robinia pseudoacacia,28.3,386.4,11.0
Prunus avium,7.1,48.2,6.0
Robinia pseudoacacia,28.3,459.4,11.0
Robinia pseudoacacia,28.3,77.3,3.0
Robinia pseudoacacia,12.6,153.3,13.0
Celtis australis,50.3,308.0,13.0
Robinia pseudoacacia,12.6,386.4,13.0
Robinia pseudoacacia,7.1,128.3,11.0
Robinia pseudoacacia,0.8,30.2,5.0
Robinia pseudoacacia,7.1,116.9,6.0
Pterocarya rhoifolia,19.6,788.1,16.0
Robinia pseudoacacia,7.1,77.3,6.0
Robinia pseudoacacia,12.6,140.5,11.0
Robinia pseudoacacia,63.6,2.2,14.0
Populus nigra,3.1,536.2,20.0
Populus nigra,0.8,403.0,18.0
Robinia pseudoacacia,63.6,211.4,14.0
Tilia x europaea,19.6,254.7,6.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Robinia pseudoacacia,12.6,116.9,14.0
Robinia pseudoacacia,12.6,116.9,14.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Robinia pseudoacacia,12.6,281.4,14.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Acer campestre,3.1,75.0,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Carpinus betulus,3.1,91.4,4.0
Fraxinus americana,12.6,68.3,4.0
Fraxinus americana,12.6,68.3,4.0
Sophora japonica,28.3,122.6,6.0
Populus nigra,7.1,835.6,8.0
Corylus colurna,7.1,167.0,5.0
Corylus colurna,7.1,167.0,5.0
Corylus colurna,7.1,167.0,5.0
Corylus colurna,7.1,167.0,5.0
Corylus colurna,7.1,167.0,5.0
Corylus colurna,7.1,167.0,5.0
Corylus colurna,7.1,167.0,5.0
Juglans nigra,7.1,55.4,5.0
Corylus colurna,7.1,167.0,5.0
Corylus colurna,7.1,167.0,5.0
Corylus colurna,7.1,167.0,5.0
Ulmus glabra,38.5,250.9,6.0
Morus alba,38.5,67.6,6.0
Fraxinus americana,12.6,68.3,4.0
Fraxinus americana,12.6,68.3,4.0
Quercus ilex,3.1,41.9,4.0
Populus alba,50.3,2464.4,13.0
Tilia x europaea,3.1,54.9,4.0
Davidia involucrata,3.1,25.2,4.0
Populus alba,50.3,2464.4,13.0
Quercus ilex,3.1,41.9,4.0
Ginkgo biloba,3.1,9.7,4.0
Ginkgo biloba,3.1,9.7,4.0
Prunus avium,3.1,33.1,4.0
Acer platanoides,3.1,30.5,4.0
Fraxinus excelsior,3.1,24.7,4.0
Fraxinus excelsior,3.1,24.7,4.0
Acer platanoides,3.1,30.5,4.0
Tilia x europaea,3.1,54.9,4.0
Prunus,3.1,39.5,4.0
Davidia involucrata,3.1,25.2,4.0
Ostrya carpinifolia,7.1,137.0,5.0
Acer campestre,28.3,236.3,4.0
Acer campestre,28.3,186.2,4.0
Acer campestre,28.3,186.2,4.0
Tilia x europaea,3.1,281.6,6.0
Tilia x europaea,3.1,205.5,6.0
Parrotia persica,3.1,121.4,6.0
Parrotia persica,3.1,121.4,6.0
Ostrya carpinifolia,28.3,230.1,5.0
Ostrya carpinifolia,28.3,137.0,5.0
Ostrya carpinifolia,28.3,380.9,5.0
Betula,3.1,213.5,4.0
Betula pendula,3.1,170.7,4.0
Betula pendula,3.1,246.2,4.0
Fraxinus excelsior,38.5,385.1,6.0
Fraxinus excelsior,38.5,385.1,6.0
Fraxinus excelsior,38.5,385.1,6.0
Betula pendula,7.1,392.0,6.0
Betula pendula,7.1,615.5,6.0
Populus alba,38.5,1631.0,15.0
Betula pendula,7.1,154.3,6.0
Betula pendula,7.1,154.3,6.0
Acer campestre,7.1,150.4,6.0
Acer campestre,7.1,150.4,6.0
Acer campestre,7.1,150.4,6.0
Prunus avium,12.6,198.0,6.0
Aesculus hippocastanum,19.6,519.9,6.0
Tilia x europaea,19.6,596.7,6.0
Picea abies,0.8,134.2,5.0
Albizia julibrissin,38.5,164.1,6.0
Ostrya carpinifolia,38.5,189.5,6.0
Sophora japonica,38.5,391.5,6.0
Sophora japonica,38.5,391.5,6.0
Sophora japonica,38.5,391.5,6.0
Acer campestre,7.1,150.4,6.0
Acer campestre,7.1,150.4,6.0
Acer campestre,7.1,150.4,6.0
Acer campestre,7.1,150.4,6.0
Acer campestre,0.8,6.3,3.0
Liriodendron tulipifera,7.1,67.6,6.0
Fraxinus americana,7.1,43.0,3.0
Pinus nigra,7.1,158.4,6.0
Pinus nigra,28.3,860.3,8.0
Pinus nigra,7.1,93.3,6.0
Pinus nigra,7.1,148.1,6.0
Pinus nigra,7.1,257.8,6.0
Pinus nigra,12.6,262.2,7.0
Pinus nigra,12.6,184.3,7.0
Pinus nigra,12.6,143.0,8.0
Cedrus deodara,28.3,880.7,16.0
Cedrus deodara,19.6,324.0,14.0
Cedrus deodara,50.3,655.7,16.0
Pinus nigra,12.6,142.8,8.0
Pinus nigra,12.6,105.5,8.0
Pinus nigra,12.6,280.4,8.0
Pinus nigra,12.6,395.8,8.0
Pinus nigra,12.6,237.9,8.0
Pinus nigra,7.1,85.6,6.0
Celtis australis,50.3,86.1,6.0
Fraxinus americana,7.1,43.0,3.0
Cupressus sempervirens,3.1,248.1,7.0
Cupressus sempervirens,3.1,248.1,7.0
Cupressus sempervirens,3.1,248.1,7.0
Quercus rubra,19.6,214.0,6.0
Fraxinus americana,7.1,43.0,3.0
Fraxinus americana,7.1,43.0,3.0
Fraxinus americana,7.1,170.6,3.0
Tamarix gallica,7.1,271.9,3.0
Fraxinus americana,7.1,170.6,3.0
Pyrus communis,7.1,185.4,3.0
Celtis australis,50.3,74.8,4.0
Abies alba,3.1,177.0,7.0
Abies alba,3.1,176.9,7.0
Abies alba,3.1,155.2,7.0
Pinus nigra,28.3,239.6,8.0
Pinus nigra,28.3,239.6,8.0
Pinus nigra,28.3,240.1,8.0
Pyrus communis,7.1,185.4,3.0
Pyrus communis,7.1,185.4,6.0
Pyrus communis,7.1,185.4,6.0
Pyrus communis,7.1,185.4,6.0
Pyrus communis,0.8,5.7,3.0
Liriodendron tulipifera,7.1,131.1,6.0
Pyrus communis,7.1,244.7,6.0
Prunus avium,3.1,260.9,4.0
Acer pseudoplatanus,3.1,268.2,4.0
Acer platanoides,12.6,279.7,5.0
Prunus avium,3.1,260.9,4.0
Prunus avium,3.1,260.9,4.0
Acer platanoides,12.6,207.1,5.0
Acer platanoides,12.6,207.1,5.0
Acer platanoides,12.6,207.1,5.0
Prunus avium,3.1,260.9,4.0
Acer pseudoplatanus,3.1,182.6,4.0
Tilia x europaea,3.1,371.7,4.0
Prunus avium,3.1,260.9,4.0
Tilia x europaea,12.6,371.7,5.0
Tilia x europaea,12.6,371.7,5.0
Tilia x europaea,12.6,371.7,5.0
Populus nigra,28.3,1037.1,13.0
Tilia x europaea,12.6,371.7,5.0
Tilia x europaea,12.6,371.7,5.0
Fraxinus angustifolia,7.1,79.3,5.0
Cupressus sempervirens,3.1,285.4,14.0
Cupressus sempervirens,0.8,47.2,3.0
Fraxinus excelsior,3.1,15.8,3.0
Fraxinus excelsior,3.1,15.8,3.0
Fraxinus excelsior,3.1,15.8,3.0
Fraxinus excelsior,3.1,15.8,3.0
Fraxinus excelsior,3.1,15.8,3.0
Pinus nigra,28.3,306.3,10.0
Betula pendula,19.6,40.8,5.0
Tilia x europaea,19.6,183.2,5.0
Robinia pseudoacacia,19.6,363.7,12.0
Albizia julibrissin,113.1,766.7,9.0
Ailanthus altissima,113.1,1412.6,9.0
Fraxinus excelsior,113.1,727.6,9.0
Ulmus glabra,113.1,1223.0,9.0
Ulmus glabra,113.1,949.9,9.0
Populus nigra,28.3,1364.0,17.0
Tilia cordata,19.6,130.2,7.0
Tilia cordata,19.6,200.2,7.0
Taxodium distichum,78.5,702.9,17.0
Taxodium distichum,50.3,626.0,17.0
Taxodium distichum,28.3,348.0,17.0
Taxodium distichum,38.5,404.4,17.0
Fraxinus excelsior,50.3,186.8,6.0
Tilia cordata,19.6,200.2,7.0
Acer saccharinum,28.3,181.8,13.0
Acer saccharinum,28.3,181.8,13.0
Acer saccharinum,28.3,114.2,13.0
Acer saccharinum,28.3,114.2,13.0
Acer saccharinum,153.9,505.7,17.0
Acer saccharinum,19.6,104.2,13.0
Acer saccharinum,19.6,104.2,13.0
Acer saccharinum,19.6,135.3,13.0
Acer campestre,19.6,139.0,11.0
Acer campestre,19.6,139.0,11.0
Acer campestre,19.6,139.0,11.0
Acer campestre,19.6,139.0,11.0
Acer campestre,19.6,139.0,11.0
Acer campestre,19.6,139.0,11.0
Acer campestre,19.6,139.0,11.0
Acer pseudoplatanus,19.6,136.4,11.0
Acer pseudoplatanus,19.6,136.4,11.0
Acer campestre,19.6,139.0,11.0
Acer pseudoplatanus,19.6,136.4,11.0
Acer pseudoplatanus,12.6,130.6,9.0
Acer pseudoplatanus,12.6,130.6,9.0
Acer pseudoplatanus,0.8,15.0,9.0
Acer pseudoplatanus,3.1,35.4,9.0
Acer pseudoplatanus,12.6,130.6,9.0
Acer campestre,19.6,139.0,11.0
Acer campestre,19.6,139.0,11.0
Acer campestre,19.6,139.0,11.0
Acer campestre,0.8,16.4,11.0
Acer campestre,19.6,139.0,11.0
Acer pseudoplatanus,3.1,35.4,9.0
Acer negundo,28.3,262.1,9.0
Acer campestre,3.1,38.2,11.0
Acer pseudoplatanus,12.6,136.4,11.0
Acer saccharinum,28.3,342.2,14.0
Acer saccharinum,28.3,342.2,14.0
Acer saccharinum,3.1,132.7,14.0
Acer saccharinum,28.3,523.7,14.0
Acer saccharinum,3.1,39.1,3.0
Acer saccharinum,28.3,342.2,14.0
Acer saccharinum,28.3,342.2,14.0
Acer campestre,7.1,55.7,3.0
Cercis siliquastrum,38.5,95.0,6.0
Davidia involucrata,3.1,185.7,4.0
Taxodium distichum,19.6,202.7,9.0
Davidia involucrata,3.1,185.7,4.0
Taxodium distichum,0.8,33.1,6.0
Cercis siliquastrum,38.5,95.0,6.0
Cercis siliquastrum,38.5,95.0,6.0
Morus alba,113.1,340.3,6.0
Cercis siliquastrum,38.5,95.0,6.0
Cercis siliquastrum,38.5,95.0,6.0
Acer saccharinum,19.6,122.6,7.0
Parrotia persica,19.6,168.4,4.0
Acer tataricum,3.1,8.6,4.0
Quercus rubra,3.1,3.3,4.0
Quercus ilex,3.1,5.8,4.0
Quercus rubra,3.1,3.3,4.0
Quercus rubra,3.1,3.3,4.0
Quercus rubra,3.1,3.3,4.0
Quercus rubra,3.1,3.3,4.0
Quercus,3.1,12.2,4.0
Tilia x europaea,3.1,7.0,4.0
Tilia x europaea,3.1,7.0,4.0
Tilia x europaea,3.1,7.0,4.0
Populus nigra,254.5,3251.4,15.0
Ulmus minor,3.1,5.7,4.0
Ulmus minor,3.1,5.7,4.0
Ulmus minor,3.1,5.7,4.0
Ulmus minor,3.1,5.7,4.0
Ulmus minor,3.1,5.7,4.0
Ulmus minor,3.1,5.7,4.0
Ulmus minor,3.1,5.7,4.0
Ulmus minor,3.1,5.7,4.0
Ulmus minor,3.1,5.7,4.0
Acer campestre,3.1,4.5,4.0
Acer campestre,3.1,4.5,4.0
Acer x freemanii,0.8,8.0,3.0
Acer x freemanii,0.8,8.0,3.0
Acer x freemanii,0.8,8.0,3.0
Prunus,0.8,4.7,3.0
Prunus,0.8,4.7,3.0
Prunus,0.8,4.7,3.0
Prunus,0.8,4.7,3.0
Acer campestre,0.8,4.2,3.0
Carpinus betulus,0.8,7.1,3.0
Carpinus betulus,0.8,7.1,3.0
Carpinus betulus,0.8,7.1,3.0
Aesculus hippocastanum,28.3,353.0,6.0
Ficus carica,7.1,73.7,4.0
Aesculus hippocastanum,28.3,353.0,6.0
Aesculus hippocastanum,7.1,36.8,3.0
Aesculus hippocastanum,28.3,242.6,6.0
Aesculus hippocastanum,7.1,36.8,3.0
Aesculus hippocastanum,7.1,99.4,4.0
Aesculus hippocastanum,7.1,36.8,3.0
Sophora japonica,7.1,51.4,3.0
Platanus x hispanica,113.1,7500.0,21.0
Picea abies,50.3,886.6,16.0
Picea abies,19.6,373.7,12.0
Picea abies,28.3,629.6,16.0
Picea abies,28.3,629.6,16.0
Picea abies,28.3,629.6,16.0
Acer pseudoplatanus,63.6,1207.5,15.0
Picea abies,19.6,627.0,18.0
Picea abies,113.1,1050.7,16.0
Aesculus hippocastanum,113.1,1376.1,8.0
Aesculus hippocastanum,113.1,3992.6,15.0
Aesculus hippocastanum,63.6,751.6,10.0
Aesculus hippocastanum,95.0,2043.6,14.0
Cupressus arizonica,28.3,3745.0,13.0
Prunus,12.6,92.2,3.0
Prunus,12.6,92.2,3.0
Prunus,12.6,92.2,3.0
Prunus,12.6,92.2,3.0
Cupressus arizonica,28.3,2602.3,13.0
Cercis siliquastrum,12.6,42.2,3.0
Cercis siliquastrum,12.6,42.2,3.0
Morus alba,12.6,40.6,3.0
Morus alba,28.3,232.2,6.0
Morus alba,28.3,232.2,6.0
Prunus avium,12.6,260.9,3.0
Cupressus sempervirens,0.8,230.1,12.0
Prunus avium,12.6,260.9,3.0
Prunus avium,12.6,621.9,3.0
Prunus avium,12.6,621.9,3.0
Prunus avium,12.6,621.9,3.0
Prunus avium,12.6,238.8,3.0
Prunus avium,12.6,449.3,3.0
Prunus avium,12.6,449.3,3.0
Picea abies,7.1,135.0,6.0
Prunus avium,12.6,217.8,3.0
Cupressus sempervirens,0.8,182.0,10.0
Prunus avium,12.6,217.8,3.0
Prunus avium,12.6,217.8,3.0
Prunus avium,12.6,217.8,3.0
Cupressus sempervirens,50.3,813.9,10.0
Cupressus arizonica,28.3,1951.7,10.0
Cupressus sempervirens,50.3,813.9,10.0
Cupressus arizonica,28.3,1664.7,10.0
Pinus nigra,28.3,392.1,14.0
Pinus nigra,28.3,182.4,14.0
Pinus nigra,28.3,182.1,14.0
Pinus nigra,28.3,323.6,14.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.7,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.7,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.7,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.8,3.0
Tilia cordata,0.8,15.0,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.7,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.7,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.7,3.0
Cupressus sempervirens,0.8,33.7,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.8,3.0
Cupressus sempervirens,0.8,33.7,3.0
Celtis australis,19.6,71.1,6.0
Picea abies,50.3,263.5,9.0
Tilia x europaea,28.3,405.0,7.0
Tilia x europaea,12.6,205.5,6.0
Tilia x europaea,12.6,108.2,6.0
Tilia x europaea,12.6,205.5,6.0
Tilia x europaea,12.6,205.5,6.0
Tilia x europaea,12.6,205.5,6.0
Tilia x europaea,12.6,205.5,6.0
Tilia x europaea,12.6,405.0,6.0
Tilia x europaea,12.6,476.6,8.0
Tilia x europaea,12.6,476.6,8.0
Tilia x europaea,12.6,476.6,8.0
Ostrya carpinifolia,12.6,209.2,8.0
Ostrya carpinifolia,12.6,209.2,8.0
Ostrya carpinifolia,12.6,209.2,8.0
Tilia x europaea,12.6,476.6,8.0
Fagus,12.6,550.8,8.0
Fagus,12.6,550.8,8.0
Prunus avium,12.6,198.0,6.0
Prunus avium,12.6,198.0,6.0
Prunus avium,12.6,198.0,6.0
Prunus avium,12.6,198.0,6.0
Prunus avium,12.6,198.0,6.0
Prunus avium,12.6,198.0,6.0
Prunus avium,12.6,198.0,6.0
Prunus avium,12.6,198.0,6.0
Prunus avium,12.6,198.0,6.0
Ostrya carpinifolia,12.6,209.2,8.0
Ostrya carpinifolia,12.6,209.2,8.0
Ostrya carpinifolia,12.6,209.2,8.0
Aesculus hippocastanum,12.6,1367.2,10.0
Aesculus hippocastanum,12.6,791.3,10.0
Aesculus hippocastanum,12.6,1349.3,8.0
Aesculus hippocastanum,12.6,1367.2,10.0
Carpinus betulus,12.6,930.2,10.0
Aesculus hippocastanum,12.6,1367.2,10.0
Fagus sylvatica,19.6,821.4,10.0
Parrotia persica,0.8,20.2,3.0
Betula pendula,3.1,48.4,5.0
Betula pendula,3.1,48.4,5.0
Betula pendula,3.1,48.4,5.0
Cedrus deodara,78.5,824.3,14.0
Cedrus deodara,78.5,832.4,14.0
Cedrus deodara,78.5,657.4,14.0
Pinus nigra,38.5,350.8,12.0
Pinus nigra,38.5,350.8,12.0
Pinus nigra,38.5,441.6,12.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Ostrya carpinifolia,0.8,60.5,4.0
Tilia x europaea,0.8,93.0,4.0
Prunus avium,7.1,57.1,4.0
Malus,7.1,51.4,4.0
Prunus avium,7.1,57.1,4.0
Tilia x europaea,0.8,93.0,4.0
Tilia x europaea,0.8,93.0,4.0
Tilia x europaea,0.8,93.0,4.0
Prunus avium,7.1,284.2,4.0
Tilia x europaea,0.8,93.0,4.0
Tilia x europaea,0.8,93.0,4.0
Prunus avium,7.1,284.2,4.0
Tilia x europaea,0.8,93.0,4.0
Acer pseudoplatanus,0.8,47.2,3.0
Acer pseudoplatanus,0.8,47.2,3.0
Acer pseudoplatanus,0.8,47.2,3.0
Acer pseudoplatanus,0.8,47.2,3.0
Acer pseudoplatanus,0.8,47.2,3.0
Acer pseudoplatanus,0.8,47.2,3.0
Acer pseudoplatanus,0.8,47.2,3.0
Prunus avium,0.8,57.1,3.0
Prunus avium,0.8,57.1,3.0
Liriodendron tulipifera,7.1,131.1,7.0
Prunus avium,0.8,57.1,3.0
Prunus avium,0.8,57.1,3.0
Prunus avium,0.8,57.1,3.0
Prunus avium,0.8,77.4,3.0
Prunus avium,0.8,77.4,3.0
Prunus avium,0.8,77.4,3.0
Prunus avium,0.8,77.4,3.0
Tilia x europaea,19.6,685.5,8.0
Tilia x europaea,19.6,310.0,8.0
Tilia x europaea,19.6,310.0,8.0
Celtis australis,19.6,74.8,8.0
Celtis australis,19.6,74.8,8.0
Celtis australis,19.6,74.8,8.0
Celtis australis,19.6,147.3,8.0
Betula,7.1,93.1,5.0
Betula,7.1,93.1,5.0
Betula,7.1,213.5,5.0
Betula,7.1,93.1,5.0
Celtis australis,12.6,28.7,5.0
Celtis australis,12.6,28.7,5.0
Celtis australis,12.6,64.1,5.0
Celtis australis,12.6,28.7,5.0
Celtis australis,12.6,28.7,5.0
Celtis australis,12.6,28.7,5.0
Celtis australis,12.6,28.7,5.0
Celtis australis,12.6,28.7,5.0
Celtis australis,12.6,60.7,5.0
Celtis australis,19.6,51.0,6.0
Celtis australis,19.6,51.0,6.0
Celtis australis,19.6,51.0,6.0
Celtis australis,19.6,51.0,6.0
Celtis australis,19.6,74.8,6.0
Celtis australis,19.6,51.0,6.0
Celtis australis,19.6,42.0,6.0
Acer palmatum,28.3,521.7,11.0
Aesculus hippocastanum,28.3,524.9,7.0
Acer palmatum,28.3,665.9,11.0
Aesculus hippocastanum,28.3,245.5,7.0
Tilia x europaea,7.1,93.0,5.0
Malus,0.8,3.5,3.0
Aesculus hippocastanum,28.3,356.8,7.0
Aesculus hippocastanum,28.3,556.8,7.0
Aesculus hippocastanum,28.3,283.7,6.0
Aesculus hippocastanum,28.3,412.5,8.0
Aesculus hippocastanum,28.3,779.0,8.0
Aesculus hippocastanum,28.3,779.0,8.0
Malus,0.8,3.5,3.0
Tilia x europaea,7.1,93.0,5.0
Acer palmatum,28.3,271.9,11.0
Acer palmatum,28.3,271.9,11.0
Acer palmatum,12.6,396.9,11.0
Acer palmatum,12.6,396.9,11.0
Tilia x europaea,7.1,93.0,5.0
Acer palmatum,12.6,396.9,11.0
Acer palmatum,12.6,396.9,11.0
Acer palmatum,12.6,521.7,11.0
Acer palmatum,12.6,521.7,11.0
Tilia x europaea,7.1,93.0,5.0
Acer palmatum,12.6,310.7,11.0
Tilia x europaea,7.1,93.0,5.0
Fraxinus angustifolia,7.1,37.5,5.0
Liriodendron tulipifera,7.1,14.4,5.0
Liriodendron tulipifera,7.1,14.4,5.0
Acer campestre,12.6,108.9,5.0
Corylus colurna,12.6,250.4,5.0
Acer campestre,12.6,108.9,5.0
Prunus avium,12.6,238.8,5.0
Prunus avium,12.6,238.8,5.0
Prunus avium,12.6,284.2,5.0
Prunus avium,12.6,284.2,5.0
Prunus avium,12.6,284.2,5.0
Prunus avium,12.6,284.2,5.0
Prunus avium,12.6,284.2,5.0
Prunus avium,12.6,284.2,5.0
Acer campestre,28.3,428.5,7.0
Liriodendron tulipifera,28.3,361.7,9.0
Cupressus sempervirens,0.8,265.5,10.0
Cupressus sempervirens,0.8,265.3,10.0
Cupressus sempervirens,0.8,265.3,10.0
Acer campestre,28.3,216.7,7.0
Prunus avium,12.6,89.0,5.0
Acer campestre,28.3,216.7,7.0
Acer campestre,28.3,216.7,7.0
Prunus avium,12.6,89.0,5.0
Acer campestre,28.3,216.7,7.0
Platanus x hispanica,28.3,457.1,11.0
Platanus x hispanica,63.6,1751.3,11.0
Alnus glutinosa,12.6,60.1,6.0
Quercus robur,38.5,450.2,8.0
Davidia involucrata,28.3,879.8,7.0
Liquidambar styraciflua,7.1,77.5,4.0
Platanus x hispanica,63.6,1751.3,18.0
Celtis australis,38.5,128.4,8.0
Celtis australis,38.5,167.2,8.0
Fraxinus excelsior,3.1,62.8,5.0
Tilia x europaea,3.1,142.9,5.0
Fraxinus excelsior,12.6,281.7,9.0
Carpinus betulus,28.3,380.7,8.0
Carpinus betulus,28.3,380.7,8.0
Fraxinus excelsior,7.1,267.0,6.0
Fagus sylvatica,7.1,139.3,6.0
Tilia x europaea,12.6,640.2,11.0
Quercus petraea,28.3,549.5,16.0
Carpinus betulus,28.3,206.8,8.0
Prunus,0.8,39.5,5.0
Prunus,0.8,39.5,5.0
Sophora japonica,28.3,146.4,5.0
Sophora japonica,28.3,73.8,5.0
Sophora japonica,28.3,73.8,5.0
Celtis australis,19.6,74.8,6.0
Celtis australis,19.6,47.9,6.0
Celtis australis,19.6,47.9,6.0
Celtis australis,19.6,47.9,6.0
Celtis australis,19.6,47.9,6.0
Cedrus deodara,19.6,460.6,12.0
Cedrus deodara,19.6,397.5,12.0
Cedrus deodara,19.6,397.5,12.0
Cedrus deodara,19.6,250.3,12.0
Cedrus deodara,19.6,483.0,12.0
Pinus strobus,38.5,399.8,10.0
Pinus strobus,38.5,326.8,10.0
Pinus strobus,38.5,327.2,12.0
Pinus strobus,38.5,502.2,12.0
Tilia x europaea,19.6,183.2,5.0
Tilia x europaea,19.6,183.2,5.0
Tilia x europaea,19.6,685.5,5.0
Liriodendron tulipifera,19.6,238.4,8.0
Sophora japonica,7.1,51.4,5.0
Quercus robur,7.1,180.9,5.0
Acer pseudoplatanus,7.1,50.7,5.0
Liquidambar styraciflua,7.1,38.4,6.0
Betula pendula,3.1,75.9,6.0
Betula pendula,3.1,75.9,6.0
Betula pendula,3.1,75.9,6.0
Betula pendula,3.1,75.9,6.0
Betula pendula,3.1,75.9,6.0
Betula pendula,3.1,75.9,6.0
Betula pendula,3.1,75.9,6.0
Betula pendula,3.1,75.9,6.0
