Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
9699.0,Sophora japonica,72,7017.58,1485.8,238.71,10.8,1.73,0.6,1.09,,,454.3,2.34,,5.16,28.8,12,3.6,13,132.7,313.2,35.6,46.0601137496061,11.13696083013071
9700.0,Celtis australis,17,712.11,21.7,3.49,0.9,0.14,0.1,0.14,,,57.8,0.3,,0.58,2.4,7,2.1,5,19.6,39.8,2.3,46.05245870485716,11.12983969668142
9702.0,Liriodendron tulipifera,11,486.85,18.1,2.91,1.6,0.26,0,0.02,,,9.4,0.05,,0.33,4.4,4,1.2,2.5,4.9,6.5,0.4,46.05236536216564,11.12985459264304
9703.0,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.03,,,11.2,0.06,,0.38,4.9,5,1.5,2.5,4.9,7.7,0.5,46.05227012674273,11.12987445730054
9704.0,Liriodendron tulipifera,14,602.8,32.4,5.2,2.3,0.37,0,0.03,,,14.3,0.07000000000000001,,0.47,6.1,5,1.5,2.5,4.9,9.9,0.6,46.0521749379074,11.12989665054321
9705.0,Liriodendron tulipifera,14,602.8,32.4,5.2,2.3,0.37,0,0.05,,,20.4,0.1,,0.52,6.1,6,1.8,3,7.1,14,0.8,46.0520803955081,11.12991796368921
9706.0,Liriodendron tulipifera,16,695.5599999999999,44.7,7.18,2.7,0.44,0,0.09,,,36.2,0.19,,0.71,7.3,6,1.8,4,12.6,24.9,1.5,46.05191187896703,11.1299677149943
9707.0,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.02,,,7.2,0.04,,0.35,4.9,4,1.2,2,3.1,5,0.3,46.05176732913759,11.13002575608254
9709.0,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.04,,,14.9,0.08,,0.41,4.9,4,1.2,3,7.1,10.3,0.6,46.05169846389203,11.13005051251927
9710.0,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.03,,,14,0.07000000000000001,,0.4,4.9,4,1.2,3,7.1,9.6,0.6,46.05161086222132,11.13009057757942
9711.0,Liriodendron tulipifera,7,163.54,6.1,0.97,0.9,0.14,0,0.02,,,7,0.04,,0.2,2.4,3.5,1,2,3.1,4.9,0.3,46.05153760433689,11.13011438931825
9712.0,Liriodendron tulipifera,9,270.35,11.2,1.79,1.2,0.2,0,0.02,,,8.199999999999999,0.04,,0.26,3.3,3.5,1,2,3.1,5.6,0.3,46.05140827039114,11.1301673271035
9713.0,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.03,,,13.5,0.07000000000000001,,0.33,3.8,3.5,1,3,7.1,9.300000000000001,0.5,46.0513481648091,11.13022913220165
9714.0,Liriodendron tulipifera,14,602.8,32.4,5.2,2.3,0.37,0,0.06,,,25.3,0.13,,0.5600000000000001,6.1,4,1.2,4,12.6,17.4,1,46.05098384853771,11.13045956366002
9715.0,Liriodendron tulipifera,27,1426.8,157.9,25.38,5.7,0.92,0.3,0.54,,,225.9,1.16,,2.63,15.3,8,2.4,8,50.3,155.7,9.199999999999999,46.05079028504458,11.13053963147462
9716.0,Liriodendron tulipifera,11,486.85,18.1,2.91,1.6,0.26,0,0.05,,,20.3,0.1,,0.42,4.4,5,1.5,3.5,9.6,14,0.8,46.05071091196558,11.13059694558661
9717.0,Liriodendron tulipifera,12,522.41,22.4,3.59,1.8,0.3,0,0.07000000000000001,,,28.9,0.15,,0.51,4.9,6,1.8,4,12.6,19.9,1.2,46.05063059368397,11.13065667923429
9718.0,Liriodendron tulipifera,10,333.76,14.4,2.31,1.4,0.23,0,0.04,,,16.9,0.09,,0.36,3.8,5,1.5,3,7.1,11.7,0.7,46.05055290693158,11.13071043844726
9719.0,Liriodendron tulipifera,9,270.35,11.2,1.79,1.2,0.2,0,0.03,,,14.4,0.07000000000000001,,0.31,3.3,6,1.8,3,7.1,9.9,0.6,46.05046696571981,11.13076762866286
9720.0,Liriodendron tulipifera,11,486.85,18.1,2.91,1.6,0.26,0,0.06,,,23.7,0.12,,0.44,4.4,5.5,1.7,4,12.6,16.3,1,46.0503007542745,11.13088196822472
9722.0,Liriodendron tulipifera,9,270.35,11.2,1.79,1.2,0.2,0,0.04,,,15.8,0.08,,0.32,3.3,4.5,1.3,3,7.1,10.9,0.6,46.05022549660465,11.1309406030876
9723.0,Liriodendron tulipifera,9,270.35,11.2,1.79,1.2,0.2,0,0.03,,,14.4,0.07000000000000001,,0.31,3.3,5,1.5,3,7.1,9.9,0.6,46.04986577064964,11.13119989877632
9724.0,Carpinus betulus,38,2190.03,491.7,79,5.2,0.83,0.2,0.39,,,163.5,0.84,,2.06,13.8,9,2.7,6,28.3,112.7,6.8,46.04981983838148,11.13121596985872
9725.0,Carpinus betulus,39,2289.42,522.1,83.88,4.8,0.77,0.2,0.44,,,183.3,0.9399999999999999,,2.15,12.8,10,3,6,28.3,126.4,7.6,46.04978024530684,11.13122995808406
9726.0,Carpinus betulus,39,2289.42,522.1,83.88,4.8,0.77,0.2,0.4,,,166.1,0.85,,2.02,12.8,10.5,3.2,6,28.3,114.5,6.9,46.04973532165567,11.13124503381702
9727.0,Carpinus betulus,37,2093.22,462.4,74.28,5.5,0.89,0.2,0.41,,,171.8,0.88,,2.18,14.7,9,2.7,6,28.3,118.4,7.1,46.04968828118114,11.13126261335293
9728.0,Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0.1,0.18,,,73.2,0.38,,1.07,8.6,7,2.1,5,19.6,50.5,3,46.04964534585148,11.13127724849075
9729.0,Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.13,,,54.4,0.28,,1.04,10.5,8,2.4,4,12.6,37.5,2.3,46.04950893674496,11.13130896896119
9732.0,Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.2,0.35,,,145.3,0.75,,1.94,14.1,10,3,6.5,33.2,100.1,6,46.04941826082963,11.1313111673771
9733.0,Carpinus betulus,13,544.27,45.5,7.32,2.3,0.37,0.2,0.34,,,141.8,0.73,,1.44,6.1,9,2.7,7,38.5,97.7,5.9,46.04936029511868,11.13130648088287
9734.0,Carpinus betulus,35,1907.35,406.9,65.37,6.1,0.98,0.3,0.62,,,257.8,1.33,,2.92,16.2,12,3.6,7,38.5,177.7,10.7,46.04931249266144,11.13130218547528
9735.0,Carpinus betulus,39,2289.42,522.1,83.88,4.8,0.77,0.2,0.31,,,128.9,0.66,,1.74,12.8,11,3.3,5,19.6,88.90000000000001,5.4,46.04927207735746,11.13129752801298
9736.0,Carpinus betulus,48,3300.11,845.6,135.86,0.3,0.05,0.5,0.9,,,376.1,1.93,,2.88,0.7,11,3.3,8,50.3,259.3,15.6,46.04918038402838,11.13129154374767
9737.0,Carpinus betulus,31,1566.58,308.2,49.51,6.8,1.09,0.4,0.75,,,312.7,1.61,,3.45,18.2,12,3.6,8,50.3,215.5,13,46.04909994769446,11.13128521708657
9738.0,Carpinus betulus,43,2712.8,654.6,105.17,2.9,0.47,0.6,1.19,,,497.5,2.56,,4.22,7.8,11,3.3,9,63.6,342.9,20.7,46.04853430894715,11.13128297082747
9739.0,Quercus robur,16,708.15,81.59999999999999,13.12,4,0.65,0.1,0.16,,,68.7,0.35,,1.17,10.8,6,1.8,6,28.3,47.4,3.2,46.04841603742541,11.1312784200034
9740.0,Quercus robur,18,818.89,102.7,16.51,4.5,0.73,0.1,0.2,,,84.5,0.43,,1.36,12.1,7,2.1,7,38.5,58.2,3.9,46.04819280638618,11.13126013611351
9742.0,Quercus robur,19,879.14,114.2,18.35,4.8,0.77,0.2,0.35,,,146.3,0.75,,1.87,12.7,5,1.5,8,50.3,100.9,6.7,46.04807128176258,11.13125145315784
9743.0,Quercus cerris,5,85.67,12.2,1.97,1.6,0.26,0,0.01,,,4.1,0.02,,0.29,4.2,4.5,1.3,1.5,1.8,2.8,0.3,46.04768998300084,11.13121971996255
9746.0,Quercus cerris,5,85.67,12.2,1.97,1.6,0.26,0,0.01,,,3.8,0.02,,0.28,4.2,3,0.9,1.5,1.8,2.6,0.3,46.04755327290141,11.13120967739525
9747.0,Quercus robur,24,1229.25,180.9,29.07,6,0.97,0.2,0.34,,,140.3,0.72,,2.03,16.1,7,2.1,8,50.3,96.7,6.4,46.04741425645908,11.13120264836136
